orig_destination_distance,hotel_continent,hotel_country,hotel_market,length_of_stay,srch_destination_id,is_package,srch_destination_type_id,srch_children_cnt,user_location_region,user_location_country_66,posa_continent_3,srch_ci_DoW_Tuesday,is_booking,srch_adults_cnt,srch_ci_DoW_Monday,site_name_2,date_time_MoY_May,is_mobile,cnt,date_time_DoW_Thursday,date_time_MoY_December
3914.7833,2,1,675,7,8267,0,1,3,171,0,0,0,0,2,0,0,0,0,1,0,0
3763.0199,2,1,675,7,8267,1,1,0,347,0,0,0,0,2,1,0,0,0,2,0,0
1790.9971,4,0,110,7,8791,1,1,0,354,0,1,0,0,2,0,0,0,0,1,1,1
5714.9781,6,0,941,1,55208,0,1,0,174,1,1,0,0,2,0,1,0,0,1,1,0
1435.2453,2,1,628,7,8250,0,1,2,135,0,1,0,0,2,0,0,0,0,1,0,0
2404.7705,2,1,582,1,41743,0,4,0,135,0,1,0,0,2,0,0,0,0,2,0,0
2392.005,2,1,1235,2,26051,0,6,0,462,1,1,1,0,2,0,1,0,0,1,0,0
4026.2049,6,0,19,1,12211,0,6,0,321,1,1,0,0,2,0,1,0,0,1,1,0
392.5107,2,1,628,2,8250,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
1604.5819,4,0,1503,4,11459,1,3,0,392,1,1,0,0,2,0,1,0,1,1,1,0
221.5153,2,1,363,3,3483,0,3,3,174,1,1,0,0,2,0,1,0,0,1,0,0
2149.392,4,0,1517,4,12057,1,1,0,363,1,1,1,0,2,0,1,0,0,5,0,0
1070.34,2,1,675,1,12233,0,6,1,220,1,1,0,0,2,0,1,0,0,2,0,0
44.6413,2,1,570,1,11358,0,1,0,448,1,1,0,1,2,0,1,0,0,1,0,0
5611.0068,3,0,88,1,8818,0,1,0,155,0,1,0,0,1,0,0,0,0,1,0,0
124.6979,2,1,682,1,8268,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
961.3631,2,1,682,1,17584,0,6,0,337,1,1,0,0,1,0,1,0,0,1,0,1
7721.6944,0,0,58,4,14907,0,1,0,354,0,1,0,0,2,0,0,0,0,1,0,0
1520.5959,2,1,366,1,12175,0,6,0,155,0,1,0,0,2,1,0,0,0,1,0,0
1367.9924,2,0,397,1,8287,0,1,0,411,0,1,1,0,1,0,0,0,0,1,1,0
10527.5106,6,0,306,1,3404,0,6,0,500,0,0,0,1,4,0,0,0,0,1,0,0
1629.6368,4,0,126,7,11938,1,1,0,337,1,1,0,0,2,0,1,0,0,1,0,0
1309.0278,2,0,394,5,9749,0,1,1,354,0,1,0,0,2,0,0,0,0,1,0,0
2724.0259,2,1,1457,1,28514,0,6,0,462,1,1,0,0,2,0,1,0,0,3,0,0
1966.5683,4,0,1509,7,12257,1,6,0,354,0,1,0,0,2,0,0,0,0,1,0,0
202.476,2,1,1294,1,43675,0,1,0,155,0,1,0,1,2,0,0,0,0,1,0,0
2257.2357,4,0,110,4,8791,1,1,0,174,1,1,0,0,2,0,1,0,0,2,0,0
2232.6349,2,1,628,11,8250,0,1,0,348,1,1,0,0,2,0,1,0,0,2,0,0
599.3722,2,1,659,3,8272,0,1,0,346,1,1,0,0,2,1,1,0,0,1,0,0
330.5183,2,0,404,2,45120,0,1,3,411,0,1,0,0,2,0,0,0,1,1,0,1
340.2134,2,1,1181,1,23389,0,3,0,174,1,1,0,1,2,0,1,0,0,1,0,0
273.6795,0,0,1430,1,296,0,1,0,500,0,1,0,0,3,0,1,0,1,1,0,0
2118.1584,2,1,659,2,16971,0,5,0,337,1,1,0,0,2,0,1,0,0,1,0,0
129.8764,2,1,1457,7,28514,0,6,0,220,1,1,0,0,2,0,1,0,0,1,0,0
145.8727,0,0,1432,2,18810,0,1,0,462,0,0,0,0,5,0,0,0,0,1,0,0
9717.4188,3,0,46,12,8220,0,1,0,220,1,1,0,0,1,0,1,0,0,1,0,1
860.1927,4,0,1559,4,11735,1,1,0,196,1,1,1,0,2,0,1,1,1,1,0,0
2396.328,2,1,675,2,12233,1,6,0,462,1,1,0,0,3,0,1,0,0,5,1,0
6730.689,3,0,106,3,43199,0,1,0,442,1,1,0,0,1,0,1,0,0,1,0,0
6730.7862,3,0,106,4,43204,0,6,0,442,1,1,0,0,1,0,1,0,0,1,0,1
529.8963,2,1,455,3,263,0,1,0,351,1,1,0,0,1,1,1,0,0,1,0,0
158.3261,2,1,682,2,8268,0,1,0,220,1,1,0,0,2,0,1,0,1,2,0,0
2121.301,2,1,675,4,7635,0,3,0,153,1,1,0,0,2,0,1,0,0,1,0,0
4683.3689,2,1,212,7,8859,0,1,0,331,1,1,0,0,2,0,1,0,0,1,0,0
4435.4965,3,0,1047,7,17595,1,1,0,500,0,0,0,0,2,0,0,0,0,1,0,0
1510.6805,2,1,191,3,8291,1,1,0,442,1,1,0,0,2,0,1,1,0,3,0,0
2515.3754,2,1,213,3,8855,0,1,0,174,1,1,0,0,5,1,1,0,0,2,0,1
2318.8617,2,1,365,1,8254,0,1,0,314,1,1,0,0,1,0,1,0,0,2,0,0
121.2431,2,0,404,1,12944,0,5,0,354,0,1,0,0,2,0,0,0,0,1,0,0
6566.5094,4,0,2054,9,8280,0,1,0,155,0,1,0,0,1,0,0,0,0,1,0,0
287.3579,6,0,186,4,8813,0,1,0,244,0,0,0,0,2,0,0,0,0,1,0,0
1642.9598,4,0,405,5,11634,1,1,0,331,1,1,0,0,2,0,0,0,0,1,0,1
194.7529,2,1,682,1,4454,0,3,3,220,1,1,0,0,2,0,1,0,0,1,0,1
1720.6216,2,1,637,1,8230,1,1,0,462,1,1,0,0,1,0,1,0,0,4,0,0
2501.5402,2,1,636,8,14978,1,6,0,174,1,1,0,0,2,0,1,0,0,1,0,0
21.385,2,1,191,1,12277,0,6,0,314,1,1,0,0,1,0,1,0,0,1,0,0
226.1465,2,1,675,2,12231,0,6,0,459,1,1,1,0,2,0,1,0,0,2,0,0
379.114,2,1,701,1,44045,0,3,0,226,1,1,0,0,2,0,1,0,0,1,0,1
4488.71,2,1,212,4,669,1,3,0,226,1,1,0,0,1,0,1,0,0,3,0,0
449.1732,2,1,494,2,26616,0,1,0,442,1,1,0,0,1,0,1,0,0,1,1,0
3362.135,6,0,155,1,8238,0,1,0,314,1,1,0,0,3,0,1,1,0,1,0,0
3786.4388,4,0,203,4,11435,1,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
382.5109,2,1,628,3,12206,0,6,0,174,1,1,0,0,2,0,1,0,0,1,0,0
321.5806,2,1,191,1,8291,1,1,0,189,1,1,0,0,2,0,1,0,0,2,0,0
1320.2912,4,0,1532,1,8810,0,1,2,184,1,1,0,0,2,0,1,0,0,1,0,0
2066.8597,4,0,110,4,8791,1,1,2,174,1,1,0,0,3,0,1,0,1,1,0,0
1627.1651,2,1,675,2,8267,1,1,0,184,1,1,0,0,2,0,1,0,0,2,0,0
3919.4318,6,0,19,3,12618,0,5,0,467,1,1,0,0,1,0,1,0,0,1,0,0
615.1463,2,1,192,1,12652,0,5,0,318,1,1,0,1,1,1,1,0,0,1,0,0
1921.2336,4,0,1503,6,11439,1,1,0,322,1,1,0,0,2,0,1,0,0,1,0,0
1.8033,2,1,701,3,57761,0,3,0,220,1,1,0,0,1,0,1,0,0,2,0,0
1001.5585,2,1,643,2,8244,0,1,4,220,1,1,0,0,4,0,1,0,0,2,0,0
3669.8499,6,0,2,1,8788,0,1,0,385,0,1,0,1,3,0,0,1,0,1,0,0
267.4709,2,1,355,2,8834,0,1,1,174,1,1,0,1,2,1,1,0,0,1,0,0
1047.7604,6,0,313,1,8252,0,1,0,318,0,1,0,1,1,0,1,0,0,1,0,1
224.4834,2,1,699,1,11353,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
952.2512,2,1,365,2,8254,0,1,0,462,1,1,0,0,1,0,1,0,0,1,0,0
1900.7799,2,1,368,4,8278,0,1,0,226,1,1,0,0,1,0,1,0,0,1,0,0
373.2757,2,1,661,2,12843,0,5,2,184,1,1,0,0,2,0,1,0,0,4,0,0
1134.5492,2,1,682,4,8268,1,1,0,311,1,1,0,0,2,0,1,0,1,1,0,0
1541.7135,4,0,1503,6,11439,0,1,1,337,1,1,0,0,3,0,1,0,1,1,0,0
1232.1026,4,0,118,5,8824,1,1,0,447,1,1,0,0,2,1,1,0,0,1,0,0
435.9108,2,1,751,1,24946,0,6,0,260,1,1,0,0,1,0,1,0,0,3,1,0
60.5097,2,1,447,1,11827,0,1,0,354,0,1,0,0,2,0,0,0,0,1,0,0
5478.8746,3,0,107,2,8747,0,1,0,174,1,1,0,0,1,0,1,0,0,1,0,0
2797.9928,4,0,126,7,5405,0,6,0,155,0,1,0,0,2,1,0,0,0,1,0,0
2232.5115,2,1,628,2,8250,0,1,0,348,1,1,0,0,2,0,1,0,1,1,1,0
1995.3968,2,1,628,1,8250,0,1,0,220,1,1,1,0,2,0,1,0,1,1,0,1
2092.5263,4,0,110,5,8791,1,1,0,174,1,1,0,0,4,0,1,0,0,1,0,0
1034.6489,4,0,110,6,8791,0,1,0,442,1,1,0,0,2,0,1,0,0,1,0,0
4417.108,6,0,20,1,22795,0,6,0,220,1,1,0,0,2,0,1,0,0,1,0,1
1551.6646,4,0,110,3,12188,1,6,0,348,1,1,0,0,2,0,1,1,0,1,1,0
474.8814,2,1,697,4,11337,1,1,1,258,1,1,0,0,2,0,1,1,1,1,0,0
2.4192,2,1,628,1,12602,0,5,0,346,1,1,0,0,2,0,0,1,1,1,0,0
593.1183,2,0,376,3,11922,1,1,0,348,1,1,0,0,1,0,1,0,0,1,1,0
10519.379,6,0,19,3,8253,0,1,0,500,0,0,0,0,2,1,0,0,0,2,0,0
3916.1426,6,0,1479,1,8742,0,1,2,348,1,1,0,0,2,0,1,0,0,4,0,0
2470.7201,2,1,567,2,9589,0,1,2,174,1,1,1,0,2,0,1,1,0,3,0,0
1624.1059,2,1,661,4,8276,0,1,0,435,1,1,0,0,1,0,1,0,0,1,0,0
2602.3329,2,1,682,7,8268,1,1,2,155,0,1,0,0,2,0,0,0,0,2,0,0
367.9848,2,1,628,2,8250,1,1,0,447,1,1,0,0,2,0,1,0,0,2,0,0
2437.733,2,1,191,2,12281,0,6,0,174,1,1,0,0,1,1,1,0,0,1,0,0
1358.3564,2,1,365,2,25470,0,6,1,442,1,1,1,0,4,0,1,0,0,1,0,0
577.8968,4,0,126,4,11938,1,1,2,220,1,1,0,0,2,0,1,0,0,2,0,0
935.55,4,0,111,3,8825,0,3,0,226,1,1,0,0,2,0,1,0,1,2,0,1
1777.8355,4,0,110,6,8791,1,1,0,335,1,1,0,0,2,0,1,0,0,1,0,0
202.4765,2,1,1179,2,23401,0,6,0,462,1,1,0,0,3,0,1,0,0,1,0,0
416.4855,2,1,350,3,12177,0,6,0,220,1,1,0,0,1,0,1,0,0,1,0,0
2736.0805,2,1,701,33,44045,1,3,0,462,1,1,0,0,2,0,1,1,0,1,0,0
7966.0597,3,0,76,2,20552,0,6,2,314,1,1,0,0,2,0,1,0,0,3,0,0
1644.4988,4,0,126,6,11938,1,1,0,189,1,1,0,0,2,0,1,1,0,1,1,0
1787.8557,4,0,118,5,8824,1,1,3,462,1,1,0,0,2,0,1,0,0,1,0,0
2438.8175,2,1,365,9,8254,1,1,2,337,1,1,0,0,1,0,1,1,0,13,0,0
1778.749,3,0,142,6,87,1,3,0,380,0,0,0,0,2,0,0,0,0,1,1,0
114.1193,2,1,639,1,27256,0,6,0,363,1,1,0,0,2,0,1,0,0,1,0,1
311.5062,6,0,24,3,53943,0,3,0,347,0,0,0,0,2,0,0,0,1,1,0,0
6906.4906,3,0,153,11,468,1,1,0,363,1,1,0,0,2,0,1,0,0,5,0,0
958.0963,2,1,682,4,17520,1,3,2,348,1,1,0,1,2,0,1,0,0,1,0,0
109.6369,2,1,614,2,723,0,1,0,331,1,1,0,0,2,0,1,0,0,1,0,0
1047.3443,2,1,368,5,8278,1,1,0,462,1,1,0,0,2,0,1,0,1,1,0,0
2176.5809,4,0,100,7,22401,1,6,0,351,1,1,0,0,2,0,1,0,0,1,0,0
547.5627,2,1,191,3,8291,1,1,0,226,1,1,0,0,2,0,1,1,1,1,0,0
6007.6441,6,0,2,2,22235,0,6,3,174,1,1,0,0,1,0,1,1,0,1,0,0
265.2028,2,1,1628,6,14840,0,1,2,226,1,1,0,0,4,0,1,0,1,1,1,0
566.3388,4,0,110,3,8791,0,1,0,220,1,1,0,0,2,0,1,0,0,2,0,0
385.4326,2,1,628,2,12206,0,6,0,174,1,1,0,0,2,0,1,0,0,1,1,0
1525.4307,2,1,628,3,8250,1,1,0,258,1,1,0,0,2,0,1,0,0,1,0,1
3257.895,6,0,313,3,46629,0,3,1,385,0,1,0,0,2,0,0,0,0,1,0,0
363.2962,2,0,1668,1,44354,0,1,0,135,0,1,0,0,2,0,0,0,0,1,1,1
1614.1839,4,0,1509,3,12257,0,6,2,348,1,1,0,0,2,0,1,0,0,1,0,1
1550.6729,4,0,110,5,8791,1,1,2,348,1,1,0,0,2,0,1,0,0,1,0,0
2396.1242,2,1,675,1,13411,0,4,0,462,1,1,0,1,1,0,1,0,0,1,0,0
352.028,2,1,675,4,45327,0,6,0,354,0,1,0,0,2,0,0,0,0,1,0,0
411.2255,2,1,368,3,8278,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,1
1262.72,4,0,110,4,8791,1,1,0,442,1,1,0,0,3,0,1,1,0,1,0,0
513.1452,2,0,391,2,26242,0,6,0,363,1,1,0,0,2,0,1,0,0,3,0,0
822.7467,2,1,365,5,25470,0,6,0,184,1,1,0,0,2,1,1,0,0,1,0,0
223.4297,2,1,368,1,8278,0,1,0,153,1,1,0,0,2,0,1,0,1,2,0,0
2208.3878,2,1,628,4,8250,1,1,0,337,1,1,1,0,2,0,1,0,0,1,0,0
131.0628,2,1,505,1,26519,0,6,0,331,1,1,0,0,2,0,1,0,0,1,0,0
901.0803,4,0,1503,7,11439,1,1,0,220,1,1,0,0,2,0,1,0,1,1,0,0
3672.6493,2,1,213,6,8855,1,1,0,404,1,1,0,0,2,0,1,0,1,1,1,0
1807.8523,4,0,126,4,13925,1,6,0,311,1,1,0,0,2,1,1,0,0,1,0,0
9003.0779,3,0,230,2,8256,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
115.7465,2,1,700,3,29975,0,4,0,220,1,1,0,0,2,0,1,0,0,1,0,0
291.2809,2,1,524,1,16488,0,5,0,442,1,1,0,0,2,0,1,0,0,1,0,0
66.0772,2,1,1264,4,4324,0,3,0,442,1,1,0,0,1,1,1,0,0,3,0,0
1416.8687,2,1,701,15,8260,0,1,2,385,0,1,0,0,2,0,0,0,0,1,1,1
4834.7291,6,0,1777,2,17884,0,4,0,155,0,1,0,0,4,0,0,0,1,1,0,0
145.4144,2,0,387,1,26474,0,6,0,155,0,1,0,0,4,1,0,0,0,1,0,0
98.4422,2,1,695,1,5270,0,1,5,337,1,1,0,0,3,0,1,0,0,1,0,0
1572.1858,4,0,204,6,11923,1,1,0,348,1,1,0,0,2,0,1,0,1,1,0,0
244.5285,2,1,1122,2,1081,0,3,0,411,0,1,0,1,3,0,0,0,0,1,0,0
442.4689,2,1,432,1,159,0,1,0,337,1,1,0,0,1,1,1,0,0,1,0,0
1579.8419,4,0,1503,7,43301,1,3,2,348,1,1,0,0,2,1,1,0,0,1,0,0
1843.1507,2,1,520,1,16785,0,5,0,403,1,1,0,0,3,0,1,0,0,3,0,0
7595.3617,0,0,87,1,19489,0,1,0,135,0,1,0,1,2,0,0,0,0,1,0,1
326.5208,6,0,19,2,8253,1,1,0,347,0,0,0,1,1,0,0,0,0,1,0,0
5820.4435,6,0,1324,1,20971,0,6,0,174,1,1,1,1,2,0,1,0,0,1,0,0
1170.1974,2,1,599,1,14937,0,1,0,354,0,1,0,1,2,0,0,0,0,1,0,0
5704.8525,6,0,27,3,12244,0,6,0,393,0,1,0,0,2,0,1,0,0,5,0,1
337.4031,2,1,675,2,8267,1,1,0,354,0,1,0,0,2,0,0,0,0,4,0,0
328.205,2,1,1633,2,44976,0,1,0,174,1,1,0,0,2,0,1,0,0,2,0,0
4978.7657,6,0,1822,1,45201,1,1,2,135,0,1,0,0,2,1,0,0,0,2,0,0
207.4533,2,1,192,1,8249,0,1,0,149,1,1,0,0,1,0,1,0,0,3,1,0
542.6103,2,1,478,1,12931,0,5,0,321,1,1,1,0,2,0,1,0,0,1,0,0
166.3597,2,1,351,1,34617,0,4,0,174,1,1,0,0,2,0,1,0,0,1,0,0
10200.7264,6,0,1089,3,22053,0,1,0,500,0,0,0,0,2,1,0,0,0,1,0,1
342.0348,2,1,500,1,712,0,1,0,325,1,1,0,0,2,0,1,0,1,1,1,0
6462.3181,3,0,107,1,8747,0,1,0,385,0,1,0,0,2,0,0,0,0,1,0,0
5167.5146,3,0,232,2,8282,0,1,0,462,1,0,0,0,2,0,0,0,0,4,0,0
407.9977,2,1,628,3,8250,1,1,0,174,1,1,1,0,2,0,1,0,0,1,0,0
494.9674,2,1,642,2,11321,0,1,4,258,1,1,0,0,8,0,1,0,0,2,0,0
1977.0987,2,1,191,4,25335,0,6,0,153,1,1,0,0,2,0,1,0,0,1,0,0
4487.2705,6,0,27,1,8745,1,1,0,333,1,1,0,0,2,0,1,0,0,1,0,0
1969.7871,2,1,365,0,8254,1,1,0,351,1,1,0,0,2,0,1,0,0,1,0,0
9121.8494,3,0,1003,4,8796,1,1,0,500,0,1,0,0,2,0,1,0,0,2,0,0
1847.8733,4,0,110,5,12188,0,6,0,385,0,1,0,0,2,0,0,0,0,1,0,0
2120.0434,4,0,1503,3,11439,1,1,0,352,1,1,0,0,2,0,1,0,0,3,0,0
258.9702,2,1,412,2,8277,0,1,0,442,1,1,0,0,4,0,1,0,0,2,1,0
1383.8461,2,1,366,4,12175,0,6,2,135,0,1,0,0,2,0,0,0,0,4,1,0
2697.1621,2,1,214,8,8857,0,1,2,462,1,1,0,0,2,0,1,0,1,4,0,0
9944.394,6,0,24,4,8743,0,1,0,500,0,0,1,0,3,0,0,0,0,1,1,0
1368.2005,4,0,1503,6,11439,1,1,0,448,1,1,0,0,2,0,1,0,0,13,0,0
820.5639,4,0,118,5,8824,0,1,0,174,1,1,0,0,2,0,1,1,0,2,1,0
857.2899,2,1,682,5,8268,1,1,1,322,1,1,0,0,2,1,1,0,0,1,0,0
387.109,2,1,191,1,13872,0,4,0,311,1,1,0,1,1,0,1,0,0,1,1,0
7605.7868,0,0,55,3,8792,0,1,0,317,0,0,0,0,2,1,0,0,0,3,0,0
1202.142,4,0,1400,6,11373,1,1,0,311,1,1,0,0,3,0,1,0,1,2,0,0
451.7496,2,0,371,2,8228,0,1,0,155,0,1,1,0,1,0,0,0,0,1,0,0
425.0672,2,1,681,2,26040,0,6,0,293,1,1,1,0,3,0,1,0,0,1,0,1
116.8193,2,1,355,2,24281,0,6,0,174,1,1,0,0,2,0,1,0,0,1,0,0
2640.0755,4,0,110,6,8791,1,1,0,356,1,1,0,0,2,0,1,0,0,2,0,0
70.3831,2,1,359,1,24285,0,6,0,174,1,1,0,0,2,0,1,0,0,1,0,0
1346.4753,4,0,1939,3,8225,1,1,0,316,0,0,0,0,2,0,0,1,0,1,0,0
1868.8722,4,0,1456,7,11972,1,1,1,258,1,1,0,0,2,0,1,0,0,2,0,0
293.796,2,0,750,1,14875,0,1,0,351,1,1,0,1,3,0,1,0,0,1,0,0
1733.1356,2,1,366,2,12175,0,6,0,467,1,1,0,0,2,0,1,0,0,1,0,1
1437.6309,4,0,1503,4,11439,0,1,0,226,1,1,0,0,2,0,1,0,0,1,0,0
137.4611,2,1,1628,2,14840,0,1,0,143,1,1,0,0,2,0,1,0,0,1,0,0
956.0271,4,0,1455,3,11373,1,1,0,435,1,1,0,0,1,0,1,0,0,1,0,0
631.0557,2,1,684,1,26503,0,6,0,258,1,1,0,0,2,0,1,0,0,1,0,0
212.8082,2,1,191,2,8291,0,1,1,348,1,1,0,0,2,0,1,0,0,7,1,0
1687.899,2,1,628,3,8250,0,1,0,351,1,1,0,0,2,0,1,0,0,1,0,0
2447.922,2,1,365,3,17901,0,4,0,337,1,1,0,0,1,0,1,0,0,2,0,0
78.6454,2,1,678,1,8229,0,1,0,331,1,1,0,0,2,0,1,0,0,1,0,0
1422.0955,2,1,650,4,30789,1,4,0,363,1,1,1,0,2,0,1,0,0,1,0,1
4595.0925,5,0,40,11,20040,0,1,0,480,0,0,0,0,1,0,0,0,0,1,0,0
4921.4786,6,0,1614,2,8745,0,1,0,155,0,1,0,0,2,0,0,0,0,1,0,1
1862.6342,4,0,99,3,22848,0,6,0,354,0,1,0,0,2,0,1,0,0,7,0,0
14.2906,2,1,406,1,12192,0,6,0,442,1,1,0,0,4,0,1,0,0,1,0,0
342.0087,2,1,675,3,8267,1,1,0,354,0,1,0,1,5,0,0,0,0,1,0,0
1795.8146,4,0,1532,6,8810,1,1,0,467,1,1,0,0,2,0,1,0,1,2,0,1
335.2509,2,1,366,4,44690,0,6,0,153,1,1,0,0,4,0,1,0,0,1,0,0
4222.9652,6,0,1926,2,21272,0,1,0,325,1,1,1,0,2,0,1,0,1,1,0,0
98.6002,2,1,368,2,8278,0,1,0,174,1,1,0,0,2,0,1,0,0,1,0,0
302.8736,2,1,503,2,8802,0,1,0,325,1,1,1,0,2,0,1,0,1,5,0,0
192.2395,2,1,701,3,8260,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
0.6386,2,1,661,1,8276,0,1,0,447,1,1,0,0,1,0,1,1,0,1,0,0
2450.2295,2,1,364,1,9145,0,1,0,337,1,1,1,0,3,0,1,1,0,5,1,0
7310.772,0,0,1445,2,19419,0,1,4,462,1,1,1,0,5,0,1,0,0,1,0,0
11.3701,2,1,676,1,7346,0,3,0,348,1,1,0,0,1,1,1,0,0,1,0,0
42.4405,2,1,1457,1,28510,0,6,1,220,1,1,0,0,1,0,1,0,0,1,0,0
112.9385,2,1,411,1,13382,0,4,0,294,1,1,0,0,2,0,1,0,0,1,0,0
805.4448,6,0,151,5,25116,1,1,0,172,0,0,0,0,2,0,0,0,0,1,0,0
257.4974,6,0,1397,1,17948,0,6,0,453,0,0,0,0,4,0,0,0,0,1,0,0
2192.8346,2,1,659,5,8272,0,1,0,189,1,1,0,0,2,0,1,0,0,1,0,0
935.7964,4,0,126,1,11938,1,1,0,442,1,1,0,0,2,0,1,0,0,1,0,0
208.3038,2,0,397,2,26022,0,6,0,354,0,1,0,0,6,0,0,0,0,1,0,0
2029.9039,4,0,197,5,8814,1,1,0,322,1,1,0,0,2,0,1,0,0,1,0,0
1450.4369,2,1,663,1,12270,0,6,0,288,1,1,0,0,2,0,1,0,1,1,0,0
1185.7231,4,0,126,6,21064,0,6,0,352,1,1,0,0,5,0,1,0,0,1,0,0
1261.9043,2,1,682,5,8268,1,1,2,385,0,1,0,0,2,0,0,0,0,10,0,0
72.5572,2,1,751,1,24946,0,6,0,348,1,1,0,0,2,0,1,1,1,1,0,0
3920.8344,6,0,1479,5,8742,0,1,0,348,1,1,1,0,2,0,1,0,0,1,1,0
5052.1806,6,0,10,3,30337,0,1,2,174,1,1,1,0,1,0,1,0,0,4,0,0
538.8633,2,0,384,2,26227,0,6,0,318,1,1,0,0,2,0,1,0,1,1,0,0
830.1871,2,1,409,1,12556,0,5,0,403,1,1,1,0,1,0,1,0,0,2,0,0
4436.1581,6,0,1786,7,3059,0,6,0,258,1,1,0,0,2,0,0,0,1,1,0,0
2500.0865,2,1,675,4,8267,0,1,1,174,1,1,0,0,2,0,1,1,0,2,0,0
712.2704,2,1,675,1,7635,0,3,0,258,1,1,0,1,3,0,1,1,1,1,0,0
227.9,2,1,628,2,8250,1,1,0,174,1,1,0,0,4,0,1,0,0,2,0,0
1248.3971,4,0,110,4,8791,1,1,0,322,1,1,0,0,2,0,1,0,0,1,0,0
116.8602,2,1,655,1,8831,0,1,0,184,1,1,0,0,2,0,1,0,0,1,0,0
83.9902,2,1,448,3,32440,0,4,0,363,1,1,1,0,2,0,1,0,0,1,0,0
498.3318,2,1,993,1,24687,0,6,0,256,1,1,0,0,3,0,1,0,0,1,0,1
1994.1213,2,1,682,4,8268,1,1,0,153,1,1,0,0,3,0,1,0,0,1,0,0
4391.5247,6,0,29,1,21790,0,6,0,354,0,1,0,0,2,0,0,0,0,1,1,1
782.7474,2,1,412,1,8277,0,1,0,258,1,1,1,0,2,0,1,0,0,1,0,0
512.0371,6,0,2,2,8788,1,1,0,165,0,0,0,0,1,0,0,0,0,15,0,0
1062.1006,4,0,1503,6,11439,1,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
300.0475,2,1,522,2,25736,0,1,0,354,0,1,0,0,2,0,0,0,0,1,0,0
2254.0642,4,0,203,7,11435,1,1,0,351,1,1,1,0,2,0,1,0,0,1,0,0
109.8286,2,1,700,2,25431,0,6,2,220,1,1,0,0,3,0,1,0,0,2,0,0
1211.9902,2,0,371,1,25963,0,6,0,174,1,1,0,1,1,0,1,0,0,1,1,0
0.744,2,1,365,1,245,0,3,0,174,1,1,0,0,1,0,1,0,0,1,1,0
1.0991,2,0,397,1,26022,0,6,0,354,0,0,0,0,1,0,0,0,0,1,1,1
970.4402,2,1,703,4,11621,1,1,0,351,1,1,1,0,2,0,1,0,0,2,0,0
98.425,2,1,427,1,17859,0,1,0,331,1,1,0,0,2,0,1,0,0,1,0,0
619.0635,2,1,701,2,12225,1,6,0,226,1,1,0,0,1,0,1,0,1,1,0,0
6564.0123,3,0,230,1,12682,0,5,1,155,0,1,0,0,1,1,0,0,0,4,0,1
346.2035,2,1,1230,3,8279,0,1,0,174,1,1,0,0,2,1,1,0,0,1,0,0
2423.1495,2,1,1230,1,12267,0,6,0,348,1,1,0,1,1,0,1,0,0,1,0,0
200.8321,2,1,628,1,8250,0,1,0,174,1,1,0,0,4,0,1,0,0,3,1,0
2724.5566,2,1,1457,3,28514,1,6,1,462,1,1,0,0,1,0,1,0,0,9,0,1
503.5782,2,0,374,1,8798,0,1,0,155,0,1,0,0,2,1,0,0,0,1,0,0
2635.6093,4,0,110,8,8791,1,1,0,356,1,1,0,0,2,0,1,0,0,2,0,0
4821.6311,2,1,213,7,8855,0,1,1,448,1,1,0,0,1,0,1,1,0,3,0,0
304.0362,2,1,593,1,19535,0,1,0,220,1,1,0,0,2,0,1,0,0,1,0,0
807.604,2,1,677,2,26030,0,6,0,311,1,1,1,0,2,0,1,0,0,1,1,1
2246.9934,2,1,700,2,25432,0,6,1,256,1,1,0,0,1,0,1,1,0,5,0,0
171.0277,2,1,607,1,23495,0,6,0,356,1,1,0,0,1,0,1,0,0,1,0,0
1137.864,2,1,628,3,8250,0,1,0,288,1,1,0,0,2,0,1,0,1,5,0,0
5859.9831,3,0,333,1,19525,1,3,1,480,0,0,0,0,2,0,0,0,0,1,0,0
226.2498,6,0,27,3,8745,1,1,0,500,0,0,0,0,2,0,0,0,0,1,0,0
10.9063,2,1,350,2,12180,0,6,0,226,1,1,0,0,2,0,1,0,0,1,0,0
66.5307,2,1,686,1,12008,0,1,0,220,1,1,0,0,2,0,1,0,1,1,0,0
6924.592,3,0,106,1,43199,0,1,0,196,1,1,0,0,2,0,1,0,0,1,0,0
98.6713,2,1,695,3,63067,0,6,0,314,1,1,0,0,2,0,1,0,1,1,0,0
823.3394,2,1,365,3,8254,0,1,0,184,1,1,0,0,2,0,1,0,0,1,0,0
211.1529,2,1,628,1,8250,0,1,0,174,1,1,0,0,2,0,1,0,0,1,1,0
1011.9494,2,1,653,3,21645,0,1,0,462,1,1,0,0,2,0,1,0,0,1,0,0
1193.7162,2,0,370,5,11629,0,1,0,174,1,1,0,0,6,0,1,0,0,1,0,0
1480.284,2,1,365,2,12216,0,6,2,411,0,1,0,0,1,0,0,0,0,1,0,0
